date,player,    rank    ,    total    ,    rp_spent    ,    battles    ,    negotiations    ,      traded_goods      ,    wonder_orbs    ,    activity_points    ,    events    ,     donations     ,     encounters     
1/6/25,Shaun,538,59243,75558,5605,537,7540000,855,25323,6164,10,80
1/6/25,Greta,649,56795,74527,1299,6053,3410000,1715,23541,5692,15,70
1/6/25,Neba,737,55156,73342,6184,592,5460000,1268,18104,4189,15,80
1/6/25,Taysacks,765,54739,68028,5120,1967,3730000,1580,21438,6052,15,80
1/6/25,Cardinal,871,53091,65400,4197,2515,2850000,1756,25006,6335,16,80
1/6/25,DaBear,985,51522,85466,3086,3483,2220000,981,18225,5831,16,68
1/6/25,sensejus,1024,51116,55124,4521,2917,3900000,1278,22083,6050,17,80
1/6/25,Ulmos Mist,1399,46903,62671,5686,1368,1700000,1319,15973,5530,16,80
1/6/25,ThorNDrJones,1400,46896,81633,2989,2736,1550000,912,12625,6095,15,80
1/6/25,Krn1,1403,46876,78328,5819,545,662590,980,20562,6285,10,63
1/6/25,KiwiNZ,1810,43452,65745,4547,2145,1230000,729,17994,5712,15,63
1/6/25,CLV. Kelsie.,2332,39973,79475,3683,1085,683560,730,17205,3831,11,63
1/6/25,BEVO2112,3152,35558,52590,1150,3219,1970000,898,15869,3645,20,22
1/6/25,LilMedley,3412,34364,46928,4812,1449,595080,545,16294,4565,15,80
1/6/25,toasted corn,3522,33929,50299,3123,695,1760000,924,13334,4235,15,64
1/6/25,Quercus,23407,5183,11164,389,71,254460,101,1200,338,15,80
12/30/24,Carl,8,131320,127260,7059,2565,31570000,1800,24577,5647,15,80
12/30/24,Minx,32,102320,137800,9520,437,14620000,1976,25092,6313,15,80
12/30/24,STH0017,98,82649,89880,4675,2981,13810000,1678,25210,6331,15,80
12/30/24,Niesa,107,81317,112070,7649,1973,6270000,2533,24613,6387,15,80
12/30/24,Chip Finn,167,75528,87231,9744,562,9220000,1326,25016,5530,15,80
12/30/24,Tinger61,231,71652,90952,7746,1336,6880000,1673,23727,6239,15,80
12/30/24,CVanquish,266,69594,118560,4160,2591,5980000,1137,23661,6420,16,66
12/30/24,Andres M Leal,305,67329,93745,6575,1437,6210000,1297,23926,6564,15,80
12/30/24,Lethdo,343,65273,89018,4934,3493,3730000,1833,24780,7051,15,80
12/30/24,Beyondthestars,365,64417,102270,3665,4004,2460000,2005,22797,6268,15,80
12/30/24,Arden,425,61883,94697,4908,1884,4550000,1401,25156,5993,15,67
12/30/24,Shaun,572,57938,74485,5510,489,7270000,833,25133,6097,12,80
12/30/24,Greta,649,56166,73765,1289,5976,3390000,1685,23438,5637,15,77
12/30/24,Neba,751,54384,72236,6105,573,5400000,1253,17790,4106,15,80
12/30/24,Taysacks,795,53843,66799,5046,1932,3660000,1550,21242,5979,15,80
12/30/24,Cardinal,924,51847,63366,4109,2486,2720000,1725,24778,6263,15,64
12/30/24,DaBear,1001,50920,84499,3046,3444,2190000,969,17988,5786,15,69
12/30/24,sensejus,1061,50283,54086,4408,2873,3820000,1278,21799,5987,20,80
12/30/24,ThorNDrJones,1405,46475,80948,2950,2709,1550000,904,12503,6035,15,63
12/30/24,Ulmos Mist,1410,46424,62072,5627,1346,1690000,1319,15866,5387,32,69
12/30/24,Krn1,1411,46405,77609,5769,524,653270,980,20457,6165,10,63
12/30/24,KiwiNZ,1862,42751,64807,4490,2111,1180000,719,17736,5603,15,66
12/30/24,CLV. Kelsie.,2332,39665,78778,3648,1057,683560,730,17128,3831,15,63
12/30/24,BEVO2112,3146,35310,52207,1146,3201,1950000,890,15777,3630,17,63
12/30/24,LilMedley,3495,33744,45986,4718,1433,583550,545,15759,4477,15,80
12/30/24,toasted corn,3691,32970,49458,3074,672,1720000,844,13116,4137,15,70
12/30/24,Quercus,25542,4373,10637,280,49,190320,67,948,245,15,80
12/23/24,Carl,8,129900,126010,6946,2534,31320000,1780,24100,5477,,
12/23/24,Minx,32,101310,136490,9397,434,14520000,1976,24656,6129,15,80
12/23/24,STH0017,103,80959,88713,4663,2897,13320000,1658,25075,6217,,
12/23/24,Niesa,108,80389,110800,7563,1955,6160000,2523,24370,6279,22,80
12/23/24,Chip Finn,172,74336,85923,9623,558,9060000,1294,24585,5399,15,80
12/23/24,Tinger61,234,70429,89483,7623,1321,6760000,1636,23437,6109,15,80
12/23/24,CVanquish,270,68609,117500,4112,2567,5950000,1077,23418,6240,15,54
12/23/24,Andres M Leal,310,66300,92559,6478,1408,6160000,1267,23573,6357,16,80
12/23/24,Lethdo,342,64462,87822,4879,3459,3670000,1793,24780,7031,15,80
12/23/24,Beyondthestars,372,63254,100960,3601,3962,2380000,1965,22439,6043,18,80
12/23/24,Arden,427,61168,93778,4847,1856,4490000,1381,24896,5924,15,63
12/23/24,Shaun,599,56759,73354,5415,467,7050000,811,24853,6004,,
12/23/24,Greta,659,55355,72873,1270,5892,3370000,1645,23007,5534,15,70
12/23/24,Neba,783,53481,71052,6022,555,5360000,1235,17508,3913,15,80
12/23/24,Taysacks,845,52813,65492,4950,1903,3580000,1520,20854,5873,16,80
12/23/24,Cardinal,954,51058,62411,4054,2463,2640000,1701,24759,6156,16,80
12/23/24,DaBear,1033,50079,83597,2998,3405,2160000,919,17777,5666,15,69
12/23/24,sensejus,1101,49403,52952,4341,2802,3780000,1278,21150,5812,15,80
12/23/24,Ulmos Mist,1409,46029,61422,5564,1336,1690000,1318,15652,5330,21,80
12/23/24,ThorNDrJones,1410,46012,80223,2911,2679,1550000,891,12359,5975,15,55
12/23/24,Krn1,1429,45875,76890,5723,502,644140,980,20296,5985,10,63
12/23/24,KiwiNZ,1901,42066,63872,4431,2085,1130000,699,17453,5555,14,63
12/23/24,CLV. Kelsie.,2318,39386,78229,3612,1030,683560,730,16970,3831,15,63
12/23/24,BEVO2112,3177,34887,51570,1146,3162,1920000,877,15583,3585,20,44
12/23/24,mands,3365,34036,40508,752,4621,2340000,795,10729,3426,15,3
12/23/24,LilMedley,3616,32991,44833,4609,1411,571020,545,15459,4330,15,80
12/23/24,toasted corn,3812,32222,48512,2997,644,1680000,844,12788,3951,14,52
12/23/24,Quercus,28441,3510,9961,182,25,88825,57,775,66,11,63
12/16/24,Minx,32,100230,135250,9235,428,14320000,1976,24349,6120,15,80
12/16/24,Niesa,110,79445,109530,7454,1937,6030000,2503,24115,6279,15,80
12/16/24,Chip Finn,174,73311,84805,9480,553,8860000,1294,24448,5399,15,80
12/16/24,Tinger61,238,69600,88324,7522,1288,6690000,1619,23104,6096,15,80
12/16/24,CVanquish,269,68171,116610,4075,2544,5930000,1077,23201,6210,17,66
12/16/24,Andres M Leal,310,65786,91585,6413,1376,6140000,1267,23317,6357,14,80
12/16/24,Lethdo,349,63740,86620,4823,3421,3620000,1781,24780,6958,15,80
12/16/24,Beyondthestars,374,62606,99925,3555,3918,2340000,1945,22302,6043,15,80
12/16/24,Arden,442,60452,92846,4794,1825,4440000,1365,24547,5831,15,71
12/16/24,Nostrogoth,619,55837,79420,5724,2386,1890000,1498,24437,6034,15,65
12/16/24,Greta,658,54957,72204,1262,5818,3360000,1645,22751,5514,15,66
12/16/24,Neba,806,52769,70064,5946,529,5330000,1201,17190,3913,15,80
12/16/24,Taysacks,867,51935,64280,4868,1879,3510000,1490,20622,5819,15,80
12/16/24,Cardinal,988,50247,61512,3996,2421,2590000,1670,24249,6078,21,80
12/16/24,DaBear,1043,49617,82798,2961,3367,2140000,919,17571,5621,16,70
12/16/24,sensejus,1157,48316,52043,4276,2744,3740000,1174,21054,5797,15,80
12/16/24,shy66,1311,46507,54938,5211,359,3430000,1613,14457,5249,14,44
12/16/24,Ulmos Mist,1407,45656,60849,5502,1315,1690000,1318,15515,5282,19,80
12/16/24,ThorNDrJones,1410,45641,79638,2880,2646,1550000,891,12179,5900,15,63
12/16/24,Krn1,1423,45549,76279,5679,480,632080,980,20125,5985,10,63
12/16/24,KiwiNZ,1944,41459,63075,4359,2056,1090000,689,17012,5523,9,64
12/16/24,CLV. Kelsie.,2319,39100,77647,3585,994,683560,730,16822,3831,15,63
12/16/24,BEVO2112,3183,34537,51094,1143,3117,1900000,871,15464,3525,15,65
12/16/24,mands,3324,33990,40440,752,4618,2340000,791,10727,3423,15,55
12/16/24,LilMedley,3675,32537,43974,4529,1390,560650,545,15289,4330,15,80
12/16/24,toasted corn,3825,31918,47876,2952,632,1670000,844,12603,3951,15,59
12/16/24,Quercus,30801,2925,9483,89,13,32825,35,434,66,,
12/9/24,Minx,31,99112,134060,9080,426,14100000,1976,24055,6096,15,80
12/9/24,Niesa,112,78445,108160,7355,1902,5960000,2472,23930,6213,25,80
12/9/24,Chip Finn,180,72096,83426,9333,551,8680000,1267,24132,5354,17,80
12/9/24,Tinger61,248,68434,86845,7397,1262,6600000,1578,22828,6017,15,80
12/9/24,CVanquish,268,67543,115420,4033,2516,5880000,1077,22953,6135,16,55
12/9/24,Andres M Leal,312,64989,90226,6340,1346,6100000,1247,23136,6296,15,80
12/9/24,Lethdo,357,62795,85252,4757,3386,3580000,1747,24262,6873,15,80
12/9/24,Beyondthestars,386,61652,98745,3504,3862,2280000,1885,22060,6040,15,80
12/9/24,Arden,444,59652,91787,4726,1795,4390000,1336,24253,5762,15,61
12/9/24,Nostrogoth,651,54679,78081,5668,2361,1840000,1398,24187,5994,15,65
12/9/24,Greta,676,54163,71370,1248,5740,3310000,1605,22573,5423,15,66
12/9/24,Neba,828,52056,68885,5846,502,5320000,1180,16944,3892,15,80
12/9/24,Taysacks,892,51071,62976,4785,1847,3450000,1470,20398,5763,15,80
12/9/24,Cardinal,1008,49608,60996,3933,2384,2550000,1643,23868,6014,4,80
12/9/24,DaBear,1058,49012,81879,2913,3318,2100000,919,17283,5546,15,73
12/9/24,sensejus,1180,47622,51045,4194,2695,3680000,1174,20965,5737,15,80
12/9/24,shy66,1299,46217,54396,5166,345,3420000,1613,14360,5249,12,80
12/9/24,Krn1,1403,45230,75632,5630,459,628040,980,20028,5985,15,63
12/9/24,Ulmos Mist,1446,44959,60095,5432,1297,1680000,1264,15398,5255,23,80
12/9/24,ThorNDrJones,1474,44625,77474,2850,2609,1540000,842,12068,5825,15,60
12/9/24,KiwiNZ,2008,40738,62087,4303,2024,1070000,659,16796,5446,14,63
12/9/24,CLV. Kelsie.,2320,38756,76943,3552,964,683560,730,16727,3798,15,63
12/9/24,BEVO2112,3257,33991,50574,1141,3046,1870000,857,15239,3420,15,60
12/9/24,mands,3330,33657,40003,752,4560,2320000,785,10671,3384,9,65
12/9/24,LilMedley,3746,32036,42995,4445,1371,555470,545,15161,4303,15,76
12/9/24,toasted corn,3878,31487,47036,2898,617,1640000,844,12333,3951,15,63
12/2/24,Minx,33,97612,132850,8946,415,13870000,1905,23919,6003,15,80
12/2/24,Niesa,112,77498,106850,7280,1869,5900000,2442,23738,6090,15,80
12/2/24,Chip Finn,183,70914,82228,9143,549,8500000,1261,23893,5259,15,80
12/2/24,Tinger61,257,67363,85642,7288,1229,6510000,1546,22570,5904,15,80
12/2/24,CVanquish,263,67091,114530,3998,2486,5850000,1077,22762,6120,15,46
12/2/24,Andres M Leal,312,64237,89205,6274,1305,6060000,1227,22889,6219,16,80
12/2/24,Lethdo,366,61813,84055,4696,3340,3520000,1714,23619,6746,16,80
12/2/24,Beyondthestars,384,61047,97702,3430,3816,2260000,1885,21872,5992,15,80
12/2/24,Arden,442,58967,91014,4670,1757,4340000,1316,24005,5681,15,51
12/2/24,Greta,675,53656,70641,1242,5664,3290000,1605,22397,5338,15,68
12/2/24,Nostrogoth,695,53355,75405,5589,2338,1670000,1398,24001,5909,15,65
12/2/24,Neba,836,51445,67850,5766,472,5300000,1180,16823,3810,15,80
12/2/24,Taysacks,927,50119,61696,4719,1807,3390000,1440,20195,5637,15,80
12/2/24,Cardinal,1028,48908,60776,3875,2341,2500000,1603,23652,5884,15,65
12/2/24,DaBear,1080,48218,80925,2874,3262,2070000,879,17087,5471,15,68
12/2/24,sensejus,1204,46914,50103,4108,2655,3640000,1174,20700,5636,15,80
12/2/24,shy66,1331,45519,53169,5082,329,3370000,1613,14175,5174,10,80
12/2/24,Krn1,1402,44836,75022,5585,434,623340,980,19863,5910,13,26
12/2/24,Ulmos Mist,1429,44586,59512,5370,1276,1670000,1264,15268,5222,15,80
12/2/24,ThorNDrJones,1486,44172,76721,2815,2576,1540000,842,11952,5720,15,68
12/2/24,KiwiNZ,2070,39968,61018,4250,1980,1050000,629,16602,5343,15,69
12/2/24,CLV. Kelsie.,2306,38483,76412,3513,940,683560,730,16619,3795,15,63
12/2/24,BEVO2112,3292,33508,50007,1126,2995,1840000,843,15132,3345,20,71
12/2/24,mands,3352,33236,39506,749,4491,2310000,776,10573,3309,15,63
12/2/24,LilMedley,3816,31491,42070,4368,1348,550440,545,15005,4215,15,74
12/2/24,toasted corn,4068,30543,46146,2835,600,1620000,762,12137,3866,15,64
11/25/24,Minx,34,96322,131550,8824,414,13630000,1905,23340,5830,,
11/25/24,Niesa,113,76728,105470,7203,1843,5870000,2411,23687,6086,,
11/25/24,Chip Finn,187,69774,81115,8948,549,8380000,1221,23719,5258,,
11/25/24,CVanquish,260,66611,113540,3973,2464,5820000,1067,22554,6105,,
11/25/24,Tinger61,263,66497,84376,7185,1207,6430000,1522,22301,5902,,
11/25/24,Andres M Leal,316,63572,88241,6203,1277,6020000,1207,22616,6207,,
11/25/24,Lethdo,367,61130,82872,4642,3306,3490000,1685,23580,6744,,
11/25/24,Beyondthestars,393,60090,96541,3375,3772,2240000,1805,21516,5985,,
11/25/24,Arden,444,58331,90134,4607,1723,4300000,1297,23628,5680,,
11/25/24,Greta,682,53185,69859,1228,5593,3250000,1605,22093,5325,,
11/25/24,Nostrogoth,699,52917,74587,5536,2319,1630000,1398,23867,5904,,
11/25/24,Neba,855,50798,66794,5690,444,5270000,1168,16405,3806,,
11/25/24,Taysacks,960,49314,60510,4662,1768,3320000,1409,19923,5633,,
11/25/24,Cardinal,1019,48573,60349,3829,2316,2500000,1590,23551,5881,,
11/25/24,DaBear,1088,47777,79985,2831,3230,2050000,879,16914,5467,,
11/25/24,sensejus,1232,46297,49123,4009,2618,3600000,1174,20487,5633,,
11/25/24,shy66,1353,44952,52067,4997,320,3340000,1613,13861,5156,,
11/25/24,Krn1,1385,44622,74501,5571,421,619450,980,19790,5895,,
11/25/24,Ulmos Mist,1435,44208,59002,5310,1256,1670000,1264,15171,5147,,
11/25/24,ThorNDrJones,1487,43797,75812,2783,2540,1540000,842,11831,5720,,
11/25/24,KiwiNZ,2083,39588,60241,4205,1945,1050000,629,16374,5340,,
11/25/24,CLV. Kelsie.,2308,38176,75767,3482,908,683560,730,16490,3788,,
11/25/24,BEVO2112,3342,33044,49340,1125,2924,1810000,827,15000,3345,,
11/25/24,mands,3389,32831,39037,744,4426,2300000,769,10473,3237,,
11/25/24,LilMedley,3917,30892,41183,4275,1324,542400,545,14222,4166,,
11/25/24,toasted corn,4138,30112,45357,2782,580,1590000,762,11886,3866,,
11/18/24,Minx,32,95388,130500,8693,405,13460000,1905,23123,5800,15,80
11/18/24,Niesa,115,75668,104110,7121,1811,5820000,2371,23671,5909,15,80
11/18/24,Chip Finn,196,68669,79896,8799,547,8250000,1211,23323,5109,15,80
11/18/24,CVanquish,257,65983,112560,3946,2443,5790000,1067,22293,5910,16,63
11/18/24,Tinger61,270,65361,83022,7078,1183,6360000,1484,22030,5723,16,80
11/18/24,Andres M Leal,317,62846,87164,6129,1255,5990000,1207,22335,6033,15,80
11/18/24,Lethdo,371,60334,81592,4595,3268,3460000,1662,23580,6609,15,80
11/18/24,Beyondthestars,397,59165,95236,3308,3731,2220000,1805,21175,5676,15,80
11/18/24,Arden,447,57528,89127,4559,1695,4260000,1267,23373,5544,15,58
11/18/24,Greta,693,52435,68985,1216,5526,3230000,1575,21842,5185,15,73
11/18/24,Nostrogoth,707,52115,73669,5460,2300,1610000,1398,23404,5620,15,70
11/18/24,Neba,873,49798,65605,5585,426,5220000,1140,16100,3623,15,80
11/18/24,Taysacks,1003,48149,59072,4579,1739,3270000,1379,19703,5334,15,80
11/18/24,Cardinal,1047,47708,59487,3771,2283,2470000,1547,23266,5712,15,80
11/18/24,DaBear,1106,47020,79062,2785,3197,2000000,869,16686,5261,15,69
11/18/24,sensejus,1261,45428,48078,3915,2566,3540000,1174,20239,5456,15,80
11/18/24,shy66,1370,44305,50928,4912,311,3330000,1613,13615,5030,10,80
11/18/24,Krn1,1391,44060,73693,5529,397,613910,970,19673,5740,12,63
11/18/24,Ulmos Mist,1436,43695,58371,5245,1234,1660000,1264,15052,4985,17,80
11/18/24,ThorNDrJones,1492,43229,75056,2747,2509,1530000,822,11662,5600,15,68
11/18/24,KiwiNZ,2110,38949,59421,4151,1911,1050000,609,16210,5203,15,63
11/18/24,CLV. Kelsie.,2286,37879,75260,3437,889,683560,730,16376,3757,15,65
11/18/24,mands,3404,32456,38606,741,4373,2280000,759,10366,3174,15,68
11/18/24,BEVO2112,3437,32302,48478,1091,2885,1770000,802,14720,3195,23,53
11/18/24,LilMedley,4013,30197,40070,4189,1305,539560,535,14069,4030,18,75
11/18/24,toasted corn,4229,29424,44422,2715,557,1560000,762,11624,3680,8,60
11/11/24,Minx,33,93840,129200,8633,401,13330000,1775,22957,5635,15,80
11/11/24,Niesa,117,74302,102490,7020,1776,5750000,2331,23163,5610,15,80
11/11/24,Chip Finn,212,67016,78667,8648,545,8100000,1121,23046,4834,15,80
11/11/24,CVanquish,262,64895,111240,3904,2418,5740000,1007,22087,5700,15,55
11/11/24,Tinger61,279,64056,81625,6946,1160,6270000,1443,21733,5505,15,80
11/11/24,Andres M Leal,317,62108,86093,6052,1237,5950000,1197,22220,5892,15,80
11/11/24,Lethdo,377,59401,80215,4538,3231,3420000,1636,22991,6472,15,80
11/11/24,Beyondthestars,393,58558,93932,3252,3677,2210000,1805,21027,5661,15,80
11/11/24,Arden,452,56772,88144,4519,1660,4200000,1251,23141,5394,15,64
11/11/24,Greta,700,51818,68250,1201,5447,3190000,1565,21566,5087,15,64
11/11/24,Nostrogoth,707,51757,73007,5408,2276,1600000,1398,23185,5620,15,70
11/11/24,Neba,908,48819,64446,5484,401,5160000,1121,15870,3417,15,80
11/11/24,Taysacks,1043,47235,57937,4495,1700,3200000,1349,19292,5274,15,80
11/11/24,Cardinal,1079,46871,58450,3705,2250,2450000,1513,22931,5578,15,80
11/11/24,DaBear,1119,46362,78119,2746,3160,1970000,849,16511,5171,15,74
11/11/24,Krn1,1397,43546,72950,5491,370,604770,970,19524,5575,11,63
11/11/24,shy66,1403,43473,49727,4826,302,3300000,1613,13392,4766,15,80
11/11/24,sensejus,1414,43420,45986,3813,2520,3490000,1055,19705,5025,15,80
11/11/24,Ulmos Mist,1441,43247,57766,5183,1214,1660000,1264,14919,4877,15,80
11/11/24,ThorNDrJones,1505,42747,74270,2710,2473,1530000,822,11491,5480,15,63
11/11/24,KiwiNZ,2135,38355,58668,4098,1880,1040000,589,16103,5081,15,63
11/11/24,CLV. Kelsie.,2276,37555,74730,3397,864,683560,730,16219,3711,15,63
11/11/24,mands,3443,31937,37995,732,4310,2250000,748,10250,3072,15,53
11/11/24,BEVO2112,3467,31844,48041,1074,2842,1750000,791,14513,3090,19,47
11/11/24,LilMedley,4148,29411,38994,4114,1282,533020,535,13982,3731,15,76
11/11/24,toasted corn,4373,28645,43382,2649,548,1530000,762,11434,3385,15,62
11/4/24,Minx,33,92801,128040,8470,397,13170000,1775,22792,5551,15,80
11/4/24,Niesa,117,73473,101330,6933,1733,5720000,2301,22660,5584,15,80
11/4/24,Chip Finn,221,65974,77509,8473,541,7920000,1121,22759,4832,15,80
11/4/24,CVanquish,262,64233,110220,3865,2398,5700000,997,21850,5580,15,55
11/4/24,Tinger61,286,62877,80299,6805,1134,6160000,1408,21455,5418,15,80
11/4/24,Andres M Leal,325,61020,84958,5955,1218,5910000,1157,21980,5622,13,80
11/4/24,Lethdo,377,58420,79079,4483,3183,3400000,1585,22451,6345,15,80
11/4/24,Beyondthestars,411,57228,92434,3184,3634,2180000,1725,20796,5403,15,80
11/4/24,Arden,458,55972,87177,4480,1618,4150000,1230,22867,5229,15,71
11/4/24,Greta,709,51181,67501,1192,5376,3170000,1545,21391,4965,15,72
11/4/24,Nostrogoth,749,50478,72114,5343,2247,1590000,1278,22818,5416,15,70
11/4/24,Neba,930,47964,63459,5365,383,5090000,1105,15695,3318,15,80
11/4/24,Cardinal,1098,46090,57583,3643,2215,2430000,1483,22507,5445,15,80
11/4/24,Taysacks,1105,45993,56448,4402,1659,3150000,1319,19044,4953,15,80
11/4/24,DaBear,1155,45555,77183,2698,3111,1940000,822,16292,5021,14,63
11/4/24,Krn1,1411,42943,72125,5443,346,599580,970,19342,5350,12,63
11/4/24,sensejus,1437,42801,45076,3719,2472,3440000,1055,19547,5025,15,80
11/4/24,shy66,1449,42689,48343,4743,291,3250000,1613,13208,4634,12,80
11/4/24,Ulmos Mist,1456,42641,57135,5122,1194,1650000,1234,14796,4760,26,80
11/4/24,ThorNDrJones,1511,42233,73417,2676,2439,1520000,822,11347,5345,15,63
11/4/24,KiwiNZ,2188,37644,57773,3991,1839,1040000,579,15868,4976,10,63
11/4/24,CLV. Kelsie.,2241,37325,74334,3355,843,683560,730,16172,3711,15,63
11/4/24,mands,3497,31443,37409,726,4255,2240000,734,10120,2949,15,65
11/4/24,BEVO2112,3519,31360,47518,1048,2800,1720000,782,14341,2985,24,34
11/4/24,LilMedley,4183,29007,38212,4040,1265,524440,535,13891,3731,14,75
11/4/24,toasted corn,4544,27824,42591,2592,531,1510000,682,11225,3370,10,62
10/28/24,Minx,33,91614,126710,8292,391,13000000,1775,22479,5447,16,80
10/28/24,Niesa,119,72604,100160,6808,1707,5690000,2271,22447,5553,15,80
10/28/24,Chip Finn,225,64900,76356,8311,540,7770000,1121,22616,4699,15,80
10/28/24,CVanquish,254,63764,109370,3831,2371,5670000,997,21661,5520,15,64
10/28/24,Cleopatre,270,63129,99658,5395,1292,2650000,2399,22703,5265,15,64
10/28/24,Tinger61,299,61684,78901,6669,1105,6040000,1372,21327,5326,15,80
10/28/24,Andres M Leal,327,60291,83964,5849,1202,5880000,1137,21606,5575,15,80
10/28/24,Lethdo,383,57652,77881,4441,3133,3380000,1563,22380,6209,15,80
10/28/24,Beyondthestars,408,56686,91428,3121,3594,2160000,1725,20580,5388,15,80
10/28/24,Arden,466,55094,86171,4426,1581,4090000,1197,22738,5097,15,71
10/28/24,Greta,728,50368,66678,1176,5295,3130000,1515,21138,4798,15,69
10/28/24,Nostrogoth,737,50103,71408,5291,2224,1580000,1278,22675,5401,15,70
10/28/24,Neba,960,47067,62410,5253,363,5040000,1080,15392,3208,15,80
10/28/24,Cardinal,1136,45210,56559,3575,2173,2400000,1448,22340,5281,15,80
10/28/24,Taysacks,1140,45178,55289,4312,1617,3100000,1289,18839,4950,15,80
10/28/24,DaBear,1169,44964,76310,2662,3073,1900000,819,16082,4898,15,66
10/28/24,Krn1,1402,42590,71486,5393,327,595470,970,19172,5320,10,63
10/28/24,sensejus,1454,42140,44175,3635,2428,3400000,1055,19474,4934,15,80
10/28/24,Ulmos Mist,1498,41886,56588,5057,1173,1650000,1158,14671,4715,21,80
10/28/24,shy66,1502,41868,46933,4637,280,3210000,1613,12763,4526,12,80
10/28/24,ThorNDrJones,1527,41655,72692,2644,2405,1520000,810,11101,5165,15,63
10/28/24,CLV. Kelsie.,2224,37031,73809,3322,813,683560,730,16033,3688,15,63
10/28/24,KiwiNZ,2241,36956,57013,3939,1814,1030000,545,15641,4843,10,80
10/28/24,mands,3534,30939,36943,721,4184,2230000,720,10007,2829,15,80
10/28/24,BEVO2112,3601,30706,46809,1030,2768,1690000,768,14117,2775,29,61
10/28/24,LilMedley,4247,28411,37357,3960,1245,519220,535,13312,3617,10,76
10/28/24,toasted corn,4704,27043,41666,2536,509,1490000,642,10993,3240,12,66
10/21/24,Minx,33,90480,125240,8135,381,12840000,1775,22169,5350,15,80
10/21/24,Niesa,121,71610,98767,6718,1677,5650000,2231,22094,5445,15,80
10/21/24,Chip Finn,238,63870,75232,8131,539,7590000,1121,22286,4699,15,80
10/21/24,CVanquish,257,63086,108240,3789,2345,5630000,977,21389,5460,15,63
10/21/24,Cleopatre,272,62368,98324,5329,1274,2640000,2379,22385,5155,15,80
10/21/24,Tinger61,310,60571,77544,6527,1080,5950000,1344,20885,5250,15,80
10/21/24,Andres M Leal,323,59754,83071,5758,1189,5850000,1137,21271,5575,14,80
10/21/24,Lethdo,390,56835,76483,4396,3086,3350000,1540,22380,6093,15,80
10/21/24,Beyondthestars,420,55798,89302,3031,3564,2140000,1725,20348,5340,15,80
10/21/24,Arden,477,54322,85127,4352,1551,4010000,1184,22293,5049,11,56
10/21/24,Greta,733,49775,65701,1160,5224,3100000,1505,20826,4770,17,72
10/21/24,Nostrogoth,749,49521,70376,5232,2197,1570000,1278,22312,5294,15,70
10/21/24,Neba,999,46174,61556,5139,353,4990000,1018,15078,3204,15,80
10/21/24,Cardinal,1186,44392,55557,3504,2141,2380000,1410,22073,5186,15,70
10/21/24,DaBear,1189,44369,75374,2617,3044,1880000,803,15812,4841,13,70
10/21/24,Taysacks,1195,44319,53936,4219,1591,3050000,1259,18646,4938,10,80
10/21/24,Krn1,1430,42002,70676,5344,310,594790,930,18956,5290,10,35
10/21/24,Ulmos Mist,1483,41554,55979,4997,1152,1650000,1158,14540,4715,21,80
10/21/24,sensejus,1499,41482,43185,3535,2378,3360000,1055,19127,4934,15,80
10/21/24,shy66,1511,41383,45979,4559,275,3180000,1613,12519,4526,14,80
10/21/24,ThorNDrJones,1537,41242,71998,2609,2375,1510000,804,10975,5120,26,63
10/21/24,CLV. Kelsie.,2222,36771,73273,3281,791,683560,730,16033,3688,25,64
10/21/24,KiwiNZ,2316,36277,56132,3873,1774,1020000,521,15381,4766,,
10/21/24,mands,3595,30456,36326,716,4107,2200000,705,9816,2814,10,70
10/21/24,BEVO2112,3657,30270,46161,1016,2715,1670000,755,13870,2760,21,50
10/21/24,LilMedley,4319,27946,36541,3875,1214,518400,535,13039,3617,10,75
10/21/24,toasted corn,4789,26581,40790,2483,489,1450000,642,10726,3240,11,64
10/14/24,Minx,33,89289,123870,7978,375,12670000,1775,21955,5191,15,80
10/14/24,Niesa,124,70722,97507,6629,1653,5630000,2201,21851,5322,15,80
10/14/24,Chip Finn,245,62847,74050,7975,536,7440000,1121,21956,4617,15,80
10/14/24,CVanquish,255,62430,107250,3750,2319,5600000,977,21166,5262,15,61
10/14/24,Cleopatre,279,61358,96903,5251,1244,2640000,2339,22038,4958,15,80
10/14/24,Tinger61,315,59533,76283,6412,1056,5850000,1313,20619,5188,15,80
10/14/24,Andres M Leal,327,59078,82148,5684,1173,5810000,1127,21068,5457,15,80
10/14/24,Lethdo,395,56024,75326,4343,3030,3330000,1510,22287,5993,17,80
10/14/24,Beyondthestars,429,54807,88041,2978,3523,2100000,1675,20157,5189,15,80
10/14/24,Arden,478,53668,84185,4317,1526,3950000,1167,22081,4975,20,63
10/14/24,ConfuseUs,680,50058,77096,5130,1247,1300000,1661,18626,5248,15,66
10/14/24,Greta,748,49135,65008,1151,5153,3070000,1475,20634,4687,10,72
10/14/24,Nostrogoth,753,49026,69578,5169,2173,1570000,1278,21987,5213,17,60
10/14/24,Neba,1092,44810,60501,5027,339,4930000,911,14796,3038,15,80
10/14/24,DaBear,1206,43742,74475,2574,3009,1870000,787,15636,4717,13,76
10/14/24,Cardinal,1209,43704,54660,3432,2106,2360000,1386,21741,5121,15,80
10/14/24,Taysacks,1235,43417,52628,4130,1558,3000000,1229,18431,4879,14,80
10/14/24,Krn1,1425,41594,70008,5307,300,591460,930,18771,5168,12,63
